id,gender
3315583,2
3315710,2
3315756,1
3315862,1
3316297,2
3316313,1
3316555,1
3316678,2
3316716,2
3316905,2
3316956,2
3316999,1
3317110,1
3317174,2
3317190,1
3317321,1
3317744,2
3317781,1
3317943,1
3317953,1
3318085,2
3318296,1
3318336,1
3318367,1
3318369,1
3318747,2
3318831,1
3319398,1
3319436,1
3319455,2
3319512,1
3319733,1
3319739,2
3319748,2
3319769,1
3320040,1
3320187,2
3320220,2
3320255,1
3320304,1
3320346,2
3320372,2
3320397,1
3320467,2
3320501,1
3320662,1
3320816,1
3320817,1
3320839,1
3320992,2
3321094,1
3321262,2
3321280,1
3321331,1
3321345,1
3321417,1
3321465,2
3321545,2
3321706,1
3322099,2
3322211,1
3322315,2
3322562,2
3322704,1
3322727,1
3322753,1
3322808,1
3323356,1
3323410,1
3323545,1
3323558,1
3323628,1
3323654,1
3323752,1
3323884,1
3323885,1
3324072,2
3324161,1
3324218,1
3324438,2
3324440,2
3324529,2
3324683,2
3324691,1
3324700,1
3324763,1
3324780,2
3324807,1
3324923,1
3325053,1
3325130,1
3325144,2
3325303,1
3325755,1
3325809,1
3326194,1
3326195,1
3326275,1
3326283,1
3326291,1
3326742,1
3326837,2
3326953,1
3327022,2
3327030,1
3327150,1
3327191,1
3327238,1
3327240,1
3327246,1
3327270,1
3327352,1
3327365,2
3327395,1
3327496,1
3327572,2
3327803,2
3327897,1
3327900,2
3327921,1
3328089,1
3328117,1
3328136,2
3328179,1
3328205,1
3328254,2
3328269,1
3328481,1
3328505,1
3328525,1
3328617,1
3328713,2
3328723,2
3328809,2
3328841,2
3328853,1
3328909,1
3328915,2
3328920,2
3328924,1
3328947,1
3328948,2
3328965,1
3328972,2
3329101,1
3329124,2
3329277,2
3329446,2
3329469,1
3329484,2
3329598,1
3329733,1
3329752,2
3329753,1
3329767,2
3329811,2
3329813,2
3329856,2
3329883,2
3329978,2
3330111,2
3330113,1
3330122,1
3330131,1
3330309,1
3330510,1
3330673,1
3330823,1
3330909,1
3330965,2
3330984,2
3331033,2
3331051,2
3331053,2
3331105,1
3331138,1
3331221,1
3331270,1
3331370,1
3331440,1
3331478,1
3331542,1
3331574,1
3331638,2
3331663,2
3331692,2
3331952,2
3332003,1
3332117,1
3332149,2
3332484,1
3332491,2
3332528,2
3332567,2
3332621,1
3332630,1
3332641,1
3333154,2
3333155,2
3333198,1
3333208,2
3333278,1
3333376,1
3333416,2
3333563,2
3333570,1
3333602,1
3333801,2
3333802,2
3333803,2
3333878,1
3333992,2
3334020,2
3334029,2
3334036,2
3334122,2
3334235,1
3334264,1
3334370,1
3334371,2
3334416,1
3334417,1
3334418,1
3334474,2
3334502,1
3334509,1
3334615,1
3334995,1
3335180,1
3335278,1
3335319,1
3335320,1
3335415,2
3335449,1
3335520,2
3335979,1
3335988,2
3336041,1
3336118,1
3336156,1
3336181,1
3336208,1
3336261,1
3336292,1
3336299,2
3336320,1
3336323,1
3336366,2
3336413,2
3336446,1
3336463,2
3336477,1
3336485,1
3336547,2
3336579,1
3336581,2
3336613,1
3336614,1
3336722,1
3336728,1
3336833,2
3336886,2
3336905,2
3336927,2
3337058,1
3337070,2
3337076,1
3337081,1
3337123,2
3337174,1
3337186,1
3337209,2
3337355,2
3337399,1
3337447,1
3337454,1
3337466,1
3337479,1
3337504,1
3337678,1
3337736,1
3337782,1
3337785,2
3337897,1
3337904,2
3337929,1
3338160,1
3338259,1
3338335,2
3338605,2
3338832,1
3339071,2
3339194,1
3339671,1
3339960,1
3340055,1
3340116,2
3340125,1
3340231,1
3340429,1
3340549,1
3340620,1
3340673,1
3341776,1
3342045,1
3343249,1
3343251,2
3343255,1
3343256,1
3343484,1
3343701,2
3343781,1
3343833,1
3344164,2
3344173,2
3344247,1
3344314,2
3344385,1
3344568,1
3344811,1
3344867,2
3344946,1
3344985,2
3345059,2
3345463,1
3345836,2
3345991,2
3346032,1
3346097,2
3346145,1
3346240,1
3346438,2
3346476,2
3346529,1
3346529,2
3346539,2
3346558,2
3346580,1
3346625,1
3346643,2
3346646,1
3346649,2
3346671,1
3346689,1
3346698,1
3346707,1
3346714,2
3346715,2
3346734,1
3346734,2
3346738,1
3346741,1
3346757,1
3346763,1
3346795,1
3346844,1
3346870,1
3346879,2
3346898,2
3346899,1
3346988,2
3347060,2
3347087,2
3347186,2
3347402,1
3347421,1
3347487,2
3347503,1
3347512,1
3347549,1
3347556,2
3347571,2
3347590,1
3347592,2
3347629,1
3347747,2
3347773,1
3347849,1
3347921,1
3347921,2
3347927,1
3347973,2
3348032,2
3348050,1
3348081,1
3348084,2
3348085,2
3348087,2
3348130,1
3348143,2
3348157,1
3348159,2
3348167,2
3348184,1
3348219,2
3348295,1
3348314,1
3348365,1
3348476,1
3348476,2
3348517,2
3348602,1
3348627,2
3348648,1
3348677,1
3348721,2
3348760,1
3348838,2
3348849,1
3348868,1
3348872,1
3348879,2
3348928,1
3348999,1
3349006,1
3349022,1
3349023,2
3349024,1
3349064,2
3349080,1
3349164,1
3349200,1
3349207,2
3349256,2
3349283,2
3349288,1
3349367,1
3349391,2
3349419,1
3349502,1
3349514,1
3349538,1
3349549,2
3349576,1
3349584,1
3349615,1
3349655,1
3349655,2
3349686,2
3349790,2
3350218,1
3350221,1
3350227,2
3350236,1
3350241,2
3350338,1
3350705,2
3351351,2
3351363,1
3351382,1
3351401,1
3351402,2
3351420,1
3351458,2
3351473,1
3351480,1
3351488,1
3351506,1
3351507,2
3351531,1
3351535,2
3351600,1
3351604,2
3351659,1
3351665,1
3351714,2
3351801,1
3351820,1
3351945,1
3352007,2
3352112,2
3352131,1
3352228,1
3352236,1
3352240,1
3352360,1
3352363,2
3352366,2
3352384,1
3352395,2
3352413,1
3352508,1
3352578,1
3352593,2
3352835,1
3352965,1
3352997,1
3353012,1
3353015,1
3353019,1
3353023,1
3353028,1
3353037,2
3353048,1
3353062,1
3353261,2
3353380,1
3353386,1
3353389,1
3353390,1
3353505,1
3353508,2
3353552,1
3353596,2
3353634,1
3353634,2
3353643,2
3353715,2
3353956,1
3354352,2
3354394,2
3354755,2
3354893,1
3354962,1
3354983,2
3355050,1
3355133,1
3355199,1
3355465,2
3355475,2
3355478,1
3355489,1
3355817,1
3355912,2
3355948,1
3356018,1
3356037,1
3356145,1
3356197,1
3356372,1
3356551,1
3356572,1
3356586,1
3356602,2
3356631,1
3356649,1
3356766,1
3356816,1
3356879,1
3356891,1
3356979,1
3356996,2
3357036,1
3357058,1
3357060,1
3357067,1
3357068,1
3357068,2
3357081,1
3357090,1
3357201,1
3357252,1
3357266,1
3357275,1
3357324,2
3357333,1
3357380,1
3357391,1
3357413,1
3357419,1
3357425,1
3357441,1
3357493,1
3357497,1
3357527,1
3357557,1
3357563,2
3357585,1
3357641,1
3357643,1
3357669,1
3357696,1
3357699,1
3357713,1
3357740,1
3357747,1
3357758,1
3357803,1
3357874,1
3357905,1
3357907,2
3357909,2
3357930,1
3357974,1
3357992,1
3358008,1
3358016,2
3358057,1
3358061,2
3358101,1
3358107,1
3358135,1
3358163,2
3358196,2
3358279,1
3358314,1
3358423,1
3358486,1
3358492,2
3358505,2
3358510,2
3358665,2
3358701,2
3358734,1
3358791,1
3358828,2
3358864,1
3358878,1
3358933,1
3358935,1
3359072,2
3359459,1
3359591,1
3359819,2
3359952,1
3360003,2
3360032,2
3360056,2
3360088,2
3360241,1
3360253,1
3360492,2
3360500,1
3360514,2
3360538,2
3360547,2
3360568,1
3360588,1
3360640,1
3360692,1
3360739,2
3360766,2
3360871,1
3361060,2
3361206,2
3361216,1
3361541,1
3361706,2
3361737,1
3361745,1
3361773,1
3361798,1
3361937,1
3362125,2
3362236,1
3362334,1
3362420,1
3362682,1
3362912,2
3363031,1
3364371,2
3364476,1
3364752,2
3364861,2
3365095,1
3365102,2
3365249,1
3365314,2
3365368,1
3365397,1
3365412,1
3365421,1
3365451,1
3365468,2
3365497,1
3365562,1
3365577,2
3365578,2
3365589,1
3365610,2
3365614,1
3365647,1
3365660,1
3365747,1
3365955,1
3366370,1
3366651,2
3366655,1
3366765,1
3367381,2
3367385,1
3367401,1
3367429,2
3367516,2
3367555,2
3367649,2
3367660,1
3367687,2
3367795,1
3367841,2
3368003,1
3368063,1
3368077,2
3368102,2
3368118,1
3368151,1
3368169,1
3368188,1
3368202,1
3368241,1
3368311,2
3368506,1
3368527,1
3368528,1
3368609,2
3368634,2
3368745,1
3368808,1
3368925,2
3369002,2
3369044,1
3369053,2
3369150,1
3369201,1
3369211,1
3369231,2
3369847,2
3369954,1
3370631,2
3370632,2
3370764,2
3370779,1
3370787,2
3370796,2
3370810,1
3371092,1
3371108,2
3371452,1
3371527,1
3371554,2
3371675,2
3371723,2
3371734,1
3371777,1
3371778,1
3371871,1
3371891,1
3371927,1
3371942,2
3371946,1
3371961,1
3371987,2
3372081,1
3372430,1
3372457,1
3372485,1
3372751,1
3372775,1
3373148,1
3373236,1
3373264,1
3373269,2
3373367,1
3373811,1
3373857,1
3373860,1
3374025,1
3374028,1
3374104,1
3374128,1
3374152,1
3374213,1
3374543,2
3374656,2
3374711,2
3374738,1
3374738,2
3374767,1
3374777,2
3374856,1
3374967,1
3375223,1
3375253,1
3375254,1
3375279,1
3375288,2
3375298,1
3375308,1
3375345,2
3375441,1
3375595,1
3375601,1
3375630,1
3375708,1
3375749,2
3375755,2
3375765,1
3376017,1
3376034,1
3376044,2
3376173,2
3376179,1
3376333,1
3376372,1
3376396,1
3376402,1
3376415,1
3376417,2
3376730,1
3377024,1
3377402,1
3377651,1
3377770,2
3377774,1
3377776,1
3377843,2
3377868,2
3377914,1
3378146,1
3378198,1
3378396,2
3378408,1
3378421,2
3378543,1
3378546,1
3378834,1
3378891,1
3378979,2
3379018,2
3379146,1
3379257,1
3379268,2
3379397,1
3379399,1
3379523,1
3379563,1
3379600,1
3379603,1
3379682,1
3379814,1
3379850,2
3379936,1
3379976,1
3380088,2
3380138,1
3380146,1
3380182,2
3380266,1
3380360,1
3380369,2
3380385,1
3380554,1
3380587,2
3380588,2
3380700,1
3380756,2
3381282,1
3381409,2
3381410,2
3381474,1
3381482,2
3381488,2
3381502,1
3381564,1
3381565,1
3381566,1
3381917,1
3381994,1
3382170,1
3382178,1
3382178,2
3382279,1
3382456,1
3382855,2
3382961,2
3382963,2
3382991,1
3383063,1
3383064,2
3383069,2
3383089,2
3383107,1
3383113,1
3383132,1
3383202,2
3383307,1
3383531,2
3383614,1
3383637,2
3383705,2
3383978,2
3384022,2
3384163,1
3384219,1
3384348,1
3384361,1
3384391,1
3384414,2
3384462,1
3384602,1
3384623,1
3384626,2
3384643,1
3384671,1
3385295,2
3385592,1
3385681,1
3385714,2
3385786,1
3385862,2
3386378,2
3386405,1
3386459,1
3386471,1
3386475,2
3386501,1
3386512,1
3386513,1
3386514,1
3386515,1
3386809,2
3386843,2
3386857,1
3386860,1
3386875,1
3387010,1
3387020,1
3387166,1
3387260,1
3387282,2
3387312,1
3387313,1
3387455,2
3387570,2
3387580,1
3387609,2
3387623,1
3387745,1
3387752,1
3387771,1
3387970,1
3388056,1
3388227,1
3388273,1
3388294,1
3388382,2
3388687,1
3388731,2
3388863,1
3388872,2
3389125,2
3389256,1
3389295,1
3389296,2
3389297,1
3389312,1
3389333,1
3389434,1
3389616,1
3389738,1
3389877,2
3389916,2
3389974,1
3389989,1
3390000,1
3390013,1
3390029,1
3390035,1
3390044,2
3390049,1
3390299,1
3390305,1
3390358,1
3390450,1
3390763,2
3391061,1
3391085,1
3391757,1
3391760,1
3391812,1
3391813,2
3391826,1
3391837,1
3391857,2
3391964,1
3392003,2
3392622,2
3392686,2
3392690,1
3392931,1
3393094,1
3393161,1
3393163,2
3393323,1
3393401,2
3393628,1
3393645,1
3393646,1
3393664,1
3393822,2
3393824,2
3393832,2
3393834,1
3393915,1
3394308,2
3394309,1
3394344,1
3394496,2
3394541,1
3394790,1
3394813,1
3395033,1
3395087,1
3395102,2
3395132,1
3395155,1
3395156,1
3395166,1
3395174,2
3395213,2
3395421,1
3395465,1
3395474,2
3395483,1
3395511,1
3395528,1
3395644,2
3395649,1
3395705,2
3395715,2
3395753,2
3395754,2
3396812,1
3396814,2
3396819,2
3397163,2
3397172,1
3397243,1
3397273,1
3397319,1
3397323,1
3397325,1
3397379,1
3397380,1
3398023,1
3398192,1
3398311,1
3398453,2
3398704,1
3398754,2
3398790,1
3398978,2
3399082,1
3399143,1
3399166,2
3399167,2
3399175,1
3399366,1
3399414,2
3399440,1
3399576,2
3399798,1
3399802,1
3399826,1
3399990,2
3400016,2
3400056,2
3400116,2
3400222,1
3400404,1
3400431,2
3400456,1
3400462,1
3400552,1
3400748,2
3400783,2
3400786,2
3400859,1
3400862,2
3400908,2
3400940,1
3400959,1
3401002,2
3401004,1
3401013,2
3401037,2
3401058,2
3401096,1
3401170,2
3401172,2
3401236,1
3401245,1
3401336,1
3401340,1
3401350,1
3401355,1
3401365,2
3401456,2
3401457,1
3401465,1
3401472,1
3401537,1
3401564,1
3401579,1
3401593,1
3401594,2
3401606,1
3401703,1
3401709,2
3401762,2
3401769,1
3401780,2
3401824,1
3401852,1
3401861,1
3401864,1
3401871,2
3401890,2
3401909,2
3401949,1
3401952,1
3401976,2
3401979,2
3401993,1
3402011,1
3402018,1
3402079,1
3402086,2
3402188,1
3402191,2
3402285,1
3402299,2
3402369,1
3402496,1
3402619,1
3402665,1
3402697,2
3402759,1
3402766,1
3403794,1
3403829,1
3403844,2
3404558,2
3404658,1
3404948,2
3405021,2
3405133,1
3405259,2
3405338,1
3405514,1
3405519,1
3405521,1
3405837,1
3406170,1
3406255,2
3406301,2
3406310,1
3406321,1
3406528,2
3406622,2
3406643,2
3406690,1
3406852,2
3407052,1
3407207,1
3407243,1
3407300,1
3407412,1
3407465,2
3407644,1
3407707,2
3407792,1
3407802,1
3407814,1
3407898,1
3408256,1
3408287,2
3408322,2
3408362,2
3408365,2
3408578,2
3408604,1
3408935,2
3409059,2
3409132,1
3409431,2
3409603,1
3409646,1
3409680,1
3409709,1
3409850,1
3409854,1
3409862,1
3410049,2
3410052,2
3410129,1
3410194,1
3410200,1
3410275,1
3410326,1
3410385,1
3410397,1
3410674,1
3410979,1
3411032,2
3411050,1
3411155,2
3411196,1
3411197,1
3411298,2
3411515,1
3411756,1
3411771,1
3411786,1
3411836,1
3411858,1
3411885,1
3411960,1
3412020,1
3412021,2
3412076,1
3412082,1
3412104,1
3412198,1
3412229,1
3412362,1
3412434,1
3412446,1
3412470,1
3412503,2
3412538,1
3412613,1
3413104,1
3413129,1
3413133,1
3413226,1
3413254,2
3413481,1
3413676,2
3413715,1
3413795,1
3413890,2
3413958,1
3413998,1
3414051,2
3414080,1
3414082,1
3414173,2
3414279,2
3414426,1
3414427,1
3414531,1
3414569,1
3414639,1
3414663,1
3414673,2
3414827,1
3414844,1
3415033,2
3415240,2
3415258,1
3415263,2
3415295,1
3415311,2
3415353,1
3415357,1
3415421,1
3415522,2
3415528,1
3415573,2
3415631,1
3415644,2
3415713,2
3415720,2
3415722,2
3415754,1
3415810,1
3415835,2
3416118,1
3416124,2
3416150,2
3416337,2
3416396,1
3416412,1
3416458,2
3416460,1
3416499,1
3416526,1
3416561,1
3416851,1
3416912,1
3417007,1
3417014,1
3417015,1
3417060,1
3417135,2
3417171,1
3417199,1
3417233,2
3417276,2
3417282,1
3417352,2
3417368,1
3417373,1
3417461,1
3417464,2
3417490,1
3417498,2
3417549,1
3417576,2
3417615,2
3417624,1
3417636,1
3417647,1
3417677,1
3417707,1
3417714,2
3417715,1
3417724,1
3417732,1
3417787,1
3417795,2
3417872,1
3417975,2
3417976,1
3417988,2
3417998,1
3418144,2
3418145,1
3418271,1
3418318,2
3418426,2
3418521,1
3418527,2
3418603,2
3418700,1
3419183,2
3419251,2
3419552,1
3419574,1
3419599,1
3419647,1
3419746,1
3419825,2
3420221,1
3420224,1
3420239,1
3420268,1
3420279,1
3420290,2
3420332,1
3420465,2
3420569,2
3420801,1
3420826,1
3420870,1
3420886,1
3421168,1
3421212,2
3421344,1
3421351,1
3421636,1
3421649,1
3421681,2
3421770,1
3421771,1
3421789,1
3421823,2
3421827,1
3421842,1
3421845,2
3421878,2
3421894,1
3421896,1
3421906,1
3421932,1
3421933,1
3422037,1
3422037,2
3422283,1
3422385,1
3422491,1
3422642,2
3422711,1
3422732,1
3422738,1
3422778,1
3423134,2
3423380,1
3423476,1
3423700,1
3423728,1
3423946,1
3423977,1
3424136,1
3424138,1
3424162,2
3424383,1
3424495,2
3424504,1
3424595,2
3424643,2
3424805,1
3424818,1
3424831,1
3424887,2
3424909,1
3424962,1
3425018,1
3425129,2
3425188,2
3425219,1
3425246,1
3425330,1
3425359,1
3425573,2
3425731,1
3425732,1
3425758,1
3425796,1
3425801,1
3425888,1
3425939,1
3426003,2
3426130,2
3426183,1
3426246,2
3426263,2
3426266,2
3426267,2
3426363,1
3426444,1
3426644,1
3426645,1
3426676,1
3426680,1
3426832,1
3426881,1
3426901,2
3426933,1
3426962,2
3427111,1
3427182,1
3427207,1
3427232,1
3427232,2
3427247,2
3427276,1
3427283,1
3427308,1
3427353,2
3427373,1
3427375,1
3427410,2
3427427,1
3427455,2
3427462,1
3427473,1
3427567,1
3427568,1
3427651,1
3427657,1
3427687,1
3428570,2
3429115,2
3429410,1
3429412,2
3429898,1
3429918,2
3429925,1
3430581,1
3430731,2
3430827,2
3430834,1
3430922,1
3430972,2
3430985,1
3430999,1
3431117,1
3431199,1
3431210,2
3431220,1
3431230,1
3431533,1
3431550,2
3431565,1
3431582,1
3431592,1
3431599,1
3432023,1
3432122,1
3432220,1
3432232,1
3432234,1
3432236,1
3432244,1
3432255,1
3432323,1
3432609,1
3432802,1
3432804,2
3432805,2
3432832,1
3432835,2
3433066,1
3433274,1
3433421,1
3433442,2
3433643,1
3433823,1
3433874,1
3433913,1
3433947,2
3434009,1
3434229,2
3434247,1
3434690,1
3434745,1
3434827,1
3435062,2
3435118,1
3435227,1
3435230,1
3435284,1
3435355,2
3435369,1
3435377,2
3435657,2
3435782,1
3436272,2
3436295,2
3436322,1
3436385,1
3436406,1
3436418,1
3436419,1
3436500,1
3436596,1
3436679,1
3436705,1
3436729,2
3436789,1
3436793,2
3437286,1
3437309,2
3437399,2
3437607,1
3437854,2
3437987,1
3437991,2
3438041,2
3438114,1
3438218,1
3438350,2
3438383,2
3438501,2
3438678,1
3438702,2
3438721,2
3438762,1
3438769,2
3438895,1
3439040,1
3439167,2
3439196,1
3439312,1
3439347,1
3439372,2
3439421,1
3439504,2
3439533,1
3439645,1
3439659,1
3439662,2
3439716,1
3439717,1
3439748,1
3439988,2
3440146,1
3440173,1
3440204,1
3440366,2
3440475,1
3440479,1
3440531,1
3440561,1
3440561,2
3440562,1
3440566,1
3440624,1
3440628,2
3440631,1
3440661,1
3440663,1
3440822,1
3440835,2
3440956,1
3441007,1
3441093,2
3441153,1
3441168,1
3441211,1
3441331,1
3441378,1
3441450,1
3441594,1
3441641,2
3441721,1
3441785,2
3441788,1
3441799,2
3441806,1
3441811,1
3441837,2
3441841,1
3441862,2
3441916,1
3441948,1
3441989,2
3442006,1
3442023,2
3442204,1
3442226,1
3442287,1
3442449,1
3442541,2
3442542,1
3442597,2
3442604,1
3442635,1
3442687,1
3442697,1
3442699,2
3442932,2
3443103,2
3443105,1
3443186,1
3443211,2
3443316,1
3443510,2
3443598,1
3443604,2
3443640,2
3443771,1
3443859,1
3443865,2
3443867,2
3443932,2
3443994,1
3444042,1
3444043,1
3444054,1
3444074,1
3444097,1
3444113,1
3444123,2
3444125,2
3444138,1
3444143,1
3444161,1
3444163,2
3444186,1
3444238,1
3444259,1
3444272,1
3444288,1
3444292,1
3444296,1
3444364,1
3444371,2
3444383,2
3444386,2
3444402,1
3444439,1
3444464,1
3444465,2
3444474,2
3444485,2
3444511,1
3444519,1
3444523,1
3444592,1
3444599,2
3444636,1
3444637,2
3444642,2
3444643,2
3444644,1
3444647,2
3444655,1
3444656,2
3444661,1
3444668,2
3444686,2
3444699,1
3444702,1
3444705,2
3444719,1
3444726,1
3444729,1
3444762,1
3444764,2
3444791,1
3444793,1
3444833,1
3444837,2
3444842,1
3444849,2
3444853,2
3444897,1
3444923,2
3444938,1
3444984,1
3445013,1
3445026,1
3445055,1
3445069,2
3445073,1
3445109,2
3445113,1
3445123,1
3445146,1
3445152,1
3445155,1
3445161,1
3445162,1
3445163,1
3445171,2
3445172,1
3445200,2
3445204,1
3445226,1
3445232,1
3445245,1
3445297,1
3445301,1
3445359,2
3445379,2
3445425,2
3445448,1
3445479,2
3445553,2
3445962,2
3446026,1
3446054,1
3446116,1
3446201,1
3446217,1
3446261,1
3446322,2
3446330,1
3446424,1
3446443,1
3446448,2
3446497,2
3446502,1
3446503,2
3446540,1
3446558,1
3446568,1
3446668,1
3446773,1
3446805,1
3446933,1
3447066,1
3447212,1
3447230,1
3447263,2
3447288,1
3447418,2
3447429,1
3447452,2
3447711,2
3447938,1
3448008,1
3448243,1
3448549,1
3448556,1
3448577,1
3448902,1
3448907,2
3448995,2
3449028,1
3449134,1
3449203,1
3449301,1
3449537,1
3449705,1
3449712,1
